ContactName,InvoiceNumber,Reference,InvoiceDate,DueDate,Description,Quantity,UnitAmount,Discount,AccountCode,TaxType,TrackingName1,TrackingOption1
C-Dax Limited,C84250,,2013-01-31,2013-02-20,C-Dax InEx Flyer - Job 74531 - Delivery 11 Dec 2012 - 10 grams.    Boxholder Type: Farmers. Includes Linehaul.,87.275,74.4,,100,15% GST on income,Division,Circulars
Cervus Equipment (Stratford),C84251,Andrew Weir,2013-01-31,2013-02-20,Stihl Mailer - Job 74340 - Delivery IOA - 20 grams.    Boxholder Type: Total. ,2.361,82.4,,100,15% GST on income,Division,Circulars
296,C84252,,2013-01-31,2013-02-20,Dummy for price testing - Job 73110 - Delivery 31 Dec 2012 - 10 grams.    Boxholder Type: Total. ,1,100,,100,15% GST on income,Division,Circulars
Coural Office,C84252,,2012-09-17,2012-12-31,Dummy for price testing - Job 73110 - Delivery 31 Dec 2012 - 10 grams. BBC. ,10.000,1.0000,,100,15% GST on income,Division,Circulars
,C84252,,2013-01-31,2013-02-20,Dummy for price testing - Job 73111 - Delivery 31 Dec 2012 - 10 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,1,110,,100,15% GST on income,Division,Circulars
DairyNZ Limited,C84253,134995,2013-01-31,2013-02-20,Hauraki Focus Farm Open Day - Job 74251 - Delivery 05 Dec 2012 - 10 grams.    Boxholder Type: Dairy. ,1.097,136.7,,100,15% GST on income,Division,Circulars
DairyNZ Limited,C84254,135045,2013-01-31,2013-02-20,Pasture Renewal and Persistance Winners Field Day - Job 74296 - Delivery 04 Dec 2012 - 10 grams.    Boxholder Type: Dairy. ,0,80.5,,100,15% GST on income,Division,Circulars
DairyNZ Limited,C84255,135060,2013-01-31,2013-02-20,Yellow Bristle Grass Day - Job 74303 - Delivery IOA - 10 grams.    Boxholder Type: Farmers. ,0,80.5,,100,15% GST on income,Division,Circulars
Dominion Chemicals (1988) Ltd,C84256,,2013-01-31,2013-02-20,Fly-Ax - Job 74332 - Delivery IOA - 10 grams.    Boxholder Type: Dairy. Includes Linehaul.,9.157,97.1,,100,15% GST on income,Division,Circulars
Eleven,C84257,,2013-01-31,2013-02-20,MSD Sheep Flyer - Job 74073 - Delivery 05 Dec 2012 - 10 grams.    Boxholder Type: Sheep. Includes Linehaul.,21.502,97.1,,100,15% GST on income,Division,Circulars
Enviroment First (2010) Ltd,C84258,,2013-01-31,2013-02-20,Enviroment First Flye - Job 74629 - Delivery IOA - 10 grams.    Boxholder Type: Total. Includes Linehaul.,0,97.1,,100,15% GST on income,Division,Circulars
Fairfax - Dargaville & Dist,C84259,,2013-01-31,2013-02-20,Dargaville District News - Job 74514 - Delivery 05 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,3.065,98.6,,100,15% GST on income,Division,Circulars
,C84259,,2013-01-31,2013-02-20,Dargaville District News - Job 74515 - Delivery 12 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,3.065,98.6,,100,15% GST on income,Division,Circulars
,C84259,,2013-01-31,2013-02-20,Dargaville District News - Job 74516 - Delivery 19 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,3.065,98.6,,100,15% GST on income,Division,Circulars
Fairfax - Whangarei Leader,C84260,,2013-01-31,2013-02-20,Whangarei Leader - Job 74509 - Delivery 04 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,7.92,98.6,,100,15% GST on income,Division,Circulars
,C84260,,2013-01-31,2013-02-20,Whangarei Leader - Job 74510 - Delivery 11 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,7.92,98.6,,100,15% GST on income,Division,Circulars
,C84260,,2013-01-31,2013-02-20,Whangarei Leader - Job 74511 - Delivery 18 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,7.92,98.6,,100,15% GST on income,Division,Circulars
Fairfax - WRCN,C84261,,2013-01-31,2013-02-20,Cambridge Edition - Job 74499 - Delivery 05 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,3.94,106.3,,100,15% GST on income,Division,Circulars
Fairfax WRCN,C84261,,2012-12-03,2012-12-05,Bundles,2.000,1.0000,,100,15% GST on income,Division,Circulars
,C84261,,2013-01-31,2013-02-20,Cambridge Edition - Job 74500 - Delivery 12 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,3.94,106.3,,100,15% GST on income,Division,Circulars
Fairfax WRCN,C84261,,2012-12-03,2012-12-12,Bundles,2.000,1.0000,,100,15% GST on income,Division,Circulars
,C84261,,2013-01-31,2013-02-20,Cambridge Edition - Job 74501 - Delivery 19 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,3.94,106.3,,100,15% GST on income,Division,Circulars
Fairfax WRCN,C84261,,2012-12-03,2012-12-19,Bundles,2.000,1.0000,,100,15% GST on income,Division,Circulars
Fairfax - WRCN,C84262,,2013-01-31,2013-02-20,FCN - Thursday - Job 74342 - Delivery 06 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,11.345,111.7,,100,15% GST on income,Division,Circulars
Fairfax WRCN,C84262,,2012-11-29,2012-12-06,Bundles,1.000,1.0000,,100,15% GST on income,Division,Circulars
Fairfax WRCN,C84262,,2012-11-29,2012-12-06,Bundles,12.000,1.5000,,100,15% GST on income,Division,Circulars
,C84262,,2013-01-31,2013-02-20,FCN - Thursday - Job 74343 - Delivery 13 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,11.345,111.7,,100,15% GST on income,Division,Circulars
Fairfax WRCN,C84262,,2012-11-29,2012-12-13,Bundles,1.000,1.0000,,100,15% GST on income,Division,Circulars
Fairfax WRCN,C84262,,2012-11-29,2012-12-13,Bundles,12.000,1.5000,,100,15% GST on income,Division,Circulars
,C84262,,2013-01-31,2013-02-20,FCN - Thursday - Job 74344 - Delivery 20 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,11.345,115.3,,100,15% GST on income,Division,Circulars
Fairfax WRCN,C84262,,2012-11-29,2012-12-20,Bundles,1.000,1.0000,,100,15% GST on income,Division,Circulars
Fairfax WRCN,C84262,,2012-11-29,2012-12-20,Bundles,12.000,1.5000,,100,15% GST on income,Division,Circulars
Fairfax - WRCN,C84263,,2013-01-31,2013-02-20,FCN - Tuesday - Job 74346 - Delivery 04 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,11.145,84.9,,100,15% GST on income,Division,Circulars
Fairfax WRCN,C84263,,2012-11-29,2012-12-04,Bundles,13.000,1.5000,,100,15% GST on income,Division,Circulars
,C84263,,2013-01-31,2013-02-20,FCN - Tuesday - Job 74347 - Delivery 11 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,11.145,84.9,,100,15% GST on income,Division,Circulars
Fairfax WRCN,C84263,,2012-11-29,2012-12-11,Bundles,13.000,1.5000,,100,15% GST on income,Division,Circulars
,C84263,,2013-01-31,2013-02-20,FCN - Tuesday - Job 74348 - Delivery 18 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,11.145,98.6,,100,15% GST on income,Division,Circulars
Fairfax WRCN,C84263,,2012-11-29,2012-12-18,Bundles,13.000,1.5000,,100,15% GST on income,Division,Circulars
Fairfax - WRCN,C84264,,2013-01-31,2013-02-20,Matamata Chronicle - Job 73960 - Delivery 05 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,1.855,133,,100,15% GST on income,Division,Circulars
,C84264,,2013-01-31,2013-02-20,Matamata Chronicle - Job 73961 - Delivery 12 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,1.855,133,,100,15% GST on income,Division,Circulars
,C84264,,2013-01-31,2013-02-20,Matamata Chronicle - Job 73962 - Delivery 19 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,1.855,98.6,,100,15% GST on income,Division,Circulars
Fairfax - WRCN,C84265,,2013-01-31,2013-02-20,Nth Waikato News - Job 74060 - Delivery 05 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,2.876,87.5,,100,15% GST on income,Division,Circulars
,C84265,,2013-01-31,2013-02-20,Nth Waikato News - Job 74061 - Delivery 12 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,2.876,87.5,,100,15% GST on income,Division,Circulars
,C84265,,2013-01-31,2013-02-20,Nth Waikato News - Job 74062 - Delivery 19 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,2.876,87.5,,100,15% GST on income,Division,Circulars
Fairfax - WRCN,C84266,,2013-01-31,2013-02-20,Piako Post - Job 74495 - Delivery 05 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,3.457,98.6,,100,15% GST on income,Division,Circulars
,C84266,,2013-01-31,2013-02-20,Piako Post - Job 74496 - Delivery 12 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,3.457,98.6,,100,15% GST on income,Division,Circulars
,C84266,,2013-01-31,2013-02-20,Piako Post - Job 74497 - Delivery 19 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,3.457,98.6,,100,15% GST on income,Division,Circulars
Fairfax - WRCN,C84267,,2013-01-31,2013-02-20,Rotorua Review - Job 74504 - Delivery 05 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,2.885,98.6,,100,15% GST on income,Division,Circulars
Fairfax WRCN,C84267,,2012-12-03,2012-12-05,Bundles,2.000,1.5000,,100,15% GST on income,Division,Circulars
,C84267,,2013-01-31,2013-02-20,Rotorua Review - Job 74505 - Delivery 12 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,2.885,98.6,,100,15% GST on income,Division,Circulars
Fairfax WRCN,C84267,,2012-12-03,2012-12-12,Bundles,2.000,1.5000,,100,15% GST on income,Division,Circulars
,C84267,,2013-01-31,2013-02-20,Rotorua Review - Job 74506 - Delivery 19 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,2.885,98.6,,100,15% GST on income,Division,Circulars
Fairfax WRCN,C84267,,2012-12-03,2012-12-19,Bundles,2.000,1.5000,,100,15% GST on income,Division,Circulars
Fairfax - WRCN,C84268,,2013-01-31,2013-02-20,Sth Waikato News - Job 74490 - Delivery 05 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,2.017,98.6,,100,15% GST on income,Division,Circulars
Fairfax WRCN,C84268,,2012-12-03,2012-12-05,Bundles,3.000,1.0000,,100,15% GST on income,Division,Circulars
,C84268,,2013-01-31,2013-02-20,Sth Waikato News - Job 74491 - Delivery 12 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,2.017,98.6,,100,15% GST on income,Division,Circulars
Fairfax WRCN,C84268,,2012-12-03,2012-12-12,Bundles,3.000,1.0000,,100,15% GST on income,Division,Circulars
,C84268,,2013-01-31,2013-02-20,Sth Waikato News - Job 74492 - Delivery 19 Dec 2012 - 0 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,2.017,98.6,,100,15% GST on income,Division,Circulars
Fairfax WRCN,C84268,,2012-12-03,2012-12-19,Bundles,3.000,1.0000,,100,15% GST on income,Division,Circulars
Fairfax - WRCN,C84269,,2013-01-31,2013-02-20,Waikato Farmers Newspaper - Job 74208 - Delivery 10 Dec 2012 - 131 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. Includes Linehaul.,11.27,154,,100,15% GST on income,Division,Circulars
Finance House 2001 Ltd,C84270,,2013-01-31,2013-02-20,Rural Offer - Job 74333 - Delivery IOA - 15 grams.    Boxholder Type: Farmers. ,1.82,97.1,,100,15% GST on income,Division,Circulars
Fiordland Frontier Supplies,C84271,,2013-01-31,2013-02-20,Fishing & Shooting Pro Shops - Job 74064 - Delivery 10 Dec 2012 - 53 grams.    Boxholder Type: Total. Includes Linehaul.,4.678,135.4,,100,15% GST on income,Division,Circulars
Fiordland Frontier,C84271,,2012-11-13,2012-12-10,Fishing & Shooting Pro Shops - Job 74064 - Delivery 10 Dec 2012 - 53 grams. Urban Distribution. Includes Linehaul.,1.000,394.0000,,100,15% GST on income,Division,Circulars
GEA Farm Technologies ,C84272,15500,2013-01-31,2013-02-20,FIL The Dairy Farmer Summer - Job 74262 - Delivery 03 Dec 2012 - 30 grams.    Boxholder Type: Dairy. Includes Linehaul.,26,0,,100,15% GST on income,Division,Circulars
Grakar Ltd,C84273,,2013-01-31,2013-02-20,Pregnancy Scanning - Job 74301 - Delivery IOA - 10 grams.    Boxholder Type: Dairy. Includes Linehaul.,1.786,97.1,,100,15% GST on income,Division,Circulars
,C84273,,2013-01-31,2013-02-20,Pregnancy Scanning - Job 74302 - Delivery IOA - 10 grams.    Boxholder Type: Beef. Includes Linehaul.,0.672,97.1,,100,15% GST on income,Division,Circulars
Harcourts Taupo,C84274,,2013-01-31,2013-02-20,Harcourts Taupo - Job 74335 - Delivery IOA - 10 grams.    Boxholder Type: Total. ,1.497,91.1,,100,15% GST on income,Division,Circulars
,C84274,,2013-01-31,2013-02-20,Harcourts Taupo - Job 74336 - Delivery IOA - 10 grams.    Boxholder Type: Lifestyle. ,0.15,91.1,,100,15% GST on income,Division,Circulars
Hastings District Co,C84275,,2013-01-31,2013-02-20,My Hastings - Job 74574 - Delivery 10 Dec 2012 - 10 grams.    Boxholder Type: Total. ,4.799,82.4,,100,15% GST on income,Division,Circulars
Hautapu Rural Suppli,C84276,,2013-01-31,2013-02-20,Hautapu Summer Deals Flyer - Job 74433 - Delivery 04 Dec 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,0.676,221.9,,100,15% GST on income,Division,Circulars
Hautapu Welders,C84277,,2013-01-31,2013-02-20,HW Industries - Job 74299 - Delivery IOA - 10 grams.    Boxholder Type: Farmers. Includes Linehaul.,9.726,97.1,,100,15% GST on income,Division,Circulars
Heli A1 Ltd,C84278,,2013-01-31,2013-02-20,Heli A1 Flyer - Job 74614 - Delivery 17 Dec 2012 - 15 grams.    Boxholder Type: Farmers. ,0,97.1,,100,15% GST on income,Division,Circulars
Holloway Advertising,C84279,,2013-01-31,2013-02-20,Abron Mailer - Job 74434 - Delivery 11 Dec 2012 - 20 grams.    Boxholder Type: Farmers. Includes Linehaul.,1.446,184.7,,100,15% GST on income,Division,Circulars
Hynds Pipe Systems Ltd,C84280,,2013-01-31,2013-02-20,Hynds Rural Catalogue - Job 74351 - Delivery 03 Dec 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,4.069,97.1,,100,15% GST on income,Division,Circulars
,C84280,,2013-01-31,2013-02-20,Hynds Rural Catalogue - Job 74352 - Delivery 03 Dec 2012 - 10 grams.    Boxholder Type: Farmers. Includes Linehaul.,0.537,97.1,,100,15% GST on income,Division,Circulars
Hynds Pipe Systems Ltd,C84281,,2013-01-31,2013-02-20,New Branch Leaflet - Job 74353 - Delivery 03 Dec 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,4.069,97.1,,100,15% GST on income,Division,Circulars
,C84281,,2013-01-31,2013-02-20,New Branch Leaflet - Job 74354 - Delivery 03 Dec 2012 - 10 grams.    Boxholder Type: Farmers. Includes Linehaul.,0.537,97.1,,100,15% GST on income,Division,Circulars
Jason and Lisa Suisted,C84282,,2013-01-31,2013-02-20,2013 Waikato Dairy Industry Awards - Job 74432 - Delivery IOA - 10 grams.    Boxholder Type: Dairy. Includes Linehaul.,7.599,97.1,,100,15% GST on income,Division,Circulars
Leader Products,C84283,,2013-01-31,2013-02-20,Leader Products - Job 74605 - Delivery IOA - 20 grams.    Boxholder Type: Farmers. Includes Linehaul.,12.593,97.1,,100,15% GST on income,Division,Circulars
,C84283,,2013-01-31,2013-02-20,Leader Products - Job 74606 - Delivery IOA - 20 grams.    Boxholder Type: Farmers. Includes Linehaul.,3.75,97.1,,100,15% GST on income,Division,Circulars
,C84283,,2013-01-31,2013-02-20,Leader Products - Job 74607 - Delivery IOA - 20 grams.    Boxholder Type: Dairybeef. Includes Linehaul.,1.208,97.1,,100,15% GST on income,Division,Circulars
Mid-West Machinery Limited,C84284,S29321,2013-01-31,2013-02-20,Your Deals - Job 74613 - Delivery 17 Dec 2012 - 20 grams.    Boxholder Type: Farmers. Includes Linehaul.,5.101,87.4,,100,15% GST on income,Division,Circulars
North South Multimedia Limited,C84285,,2013-01-31,2013-02-20,Canterbury Farming - Job 74295 - Delivery 01 Dec 2012 - 60 grams.    Boxholder Type: Total. Includes Linehaul.,28.964,95.9,,100,15% GST on income,Division,Circulars
North South Multimedia Limited,C84286,,2013-01-31,2013-02-20,Kaipara Lifestyler - Job 74519 - Delivery 05 Dec 2012 - 75 grams.    Boxholder Type: Total. ,4.62,77.6,,100,15% GST on income,Division,Circulars
,C84286,,2013-01-31,2013-02-20,Kaipara Lifestyler - Job 74520 - Delivery 12 Dec 2012 - 75 grams.    Boxholder Type: Total. ,4.62,77.6,,100,15% GST on income,Division,Circulars
,C84286,,2013-01-31,2013-02-20,Kaipara Lifestyler - Job 74521 - Delivery 19 Dec 2012 - 75 grams.    Boxholder Type: Total. ,4.62,77.6,,100,15% GST on income,Division,Circulars
North South Multimedia Limited,C84287,,2013-01-31,2013-02-20,Taranaki/Manawatu  Farming Lifestlye - Job 74610 - Delivery 18 Dec 2012 - 70 grams.    Boxholder Type: Total. Includes Linehaul.,22.281,95.9,,100,15% GST on income,Division,Circulars
Norwoods Hawera,C84288,,2013-01-31,2013-02-20,Taranaki Ag Mag - Job 73996 - Delivery 04 Dec 2012 - 83 grams.    Boxholder Type: Farmers. Includes Linehaul.,5.496,0,,100,15% GST on income,Division,Circulars
New Zealand Rural Press Limite,C84289,,2013-01-31,2013-02-20,Dairyman - Job 74294 - Delivery 11 Dec 2012 - 0 grams.    Boxholder Type: Dairy. Includes Linehaul.,26.321,0,,100,15% GST on income,Division,Circulars
New Zealand Rural Press Limite,C84290,,2013-01-31,2013-02-20,Straight Furrow - Job 74293 - Delivery 03 Dec 2012 - 0 grams.    Boxholder Type: Farmers. Includes Linehaul.,81.109,122.1,,100,15% GST on income,Division,Circulars
NZ Rural Press,C84290,,2012-11-27,2012-12-03,Straight Furrow - Job 74293 - Delivery 03 Dec 2012 - 0 grams. Bags Boxes. Includes Linehaul.,1853.000,91.0000,,100,15% GST on income,Division,Circulars
New Zealand Rural Press Limite,C84291,,2013-01-31,2013-02-20,Straight Furrow - Central - Job 74622 - Delivery 17 Dec 2012 - 105 grams.    Boxholder Type: Farmers. Includes Linehaul.,19.107,122.1,,100,15% GST on income,Division,Circulars
NZ Rural Press,C84291,,2012-12-12,2012-12-17,Straight Furrow - Central - Job 74622 - Delivery 17 Dec 2012 - 105 grams. Bags Boxes. Includes Linehaul.,1342.000,0.1060,,100,15% GST on income,Division,Circulars
New Zealand Rural Press Limite,C84292,,2013-01-31,2013-02-20,Straight Furrow - North - Job 74623 - Delivery 17 Dec 2012 - 105 grams.    Boxholder Type: Farmers. Includes Linehaul.,37.064,122.1,,100,15% GST on income,Division,Circulars
New Zealand Rural Press Limite,C84293,,2013-01-31,2013-02-20,Straight Furrow - South - Job 74624 - Delivery 17 Dec 2012 - 105 grams.    Boxholder Type: Farmers. Includes Linehaul.,24.968,122.1,,100,15% GST on income,Division,Circulars
NZ Rural Press,C84293,,2012-12-12,2012-12-17,Straight Furrow - South - Job 74624 - Delivery 17 Dec 2012 - 105 grams. Bags Boxes. Includes Linehaul.,511.000,0.1060,,100,15% GST on income,Division,Circulars
New Zealand Rural Press Limite,C84294,,2013-01-31,2013-02-20,Straight Furrow/Ag Trader - Job 74570 - Delivery 10 Dec 2012 - 0 grams.    Boxholder Type: Farmers. Includes Linehaul.,81.109,122.1,,100,15% GST on income,Division,Circulars
NZ Rural Press,C84294,,2012-12-05,2012-12-10,Straight Furrow/Ag Trader - Job 74570 - Delivery 10 Dec 2012 - 0 grams. Bags Boxes. Includes Linehaul.,1853.000,91.0000,,100,15% GST on income,Division,Circulars
Peter Young Farm Adv,C84295,,2013-01-31,2013-02-20,Irrigation For Tomorrow - Job 74275 - Delivery 03 Dec 2012 - 25 grams.    Boxholder Type: Farmers. Includes Linehaul.,1.3,0,,100,15% GST on income,Division,Circulars
Pfizer Animal Health NZ Ltd,C84296,N-3253480,2013-01-31,2013-02-20,Cydectin Oral Unlock DM - Job 74011 - Delivery IOA - 20 grams.    Boxholder Type: Sheep. Includes Linehaul.,37.706,97.1,,100,15% GST on income,Division,Circulars
Pieroth Wines NZ Limited,C84297,,2013-01-31,2013-02-20,Pieroth Wines - Job 74580 - Delivery 11 Dec 2012 - 15 grams.    Boxholder Type: Total. ,0.5,150,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C84298,2451576,2013-01-31,2013-02-20,100% Ellerys JayCar - Job 74218 - Delivery 04 Dec 2012 - 10 grams.    Boxholder Type: Total. ,1.887,52,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C84299,2451091,2013-01-31,2013-02-20,100% Folders Xmas Catalogue - Job 74169 - Delivery 11 Dec 2012 - 16 grams.    Boxholder Type: Total. Includes Linehaul.,2.94,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C84300,2450944,2013-01-31,2013-02-20,Animates  - Job 74119 - Delivery 04 Dec 2012 - 80 grams.    Boxholder Type: Total. Includes Linehaul.,1.248,75.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C84301,2451462,2013-01-31,2013-02-20,ATS In Season Catalogue - Job 74322 - Delivery 05 Dec 2012 - 20 grams.    Boxholder Type: Farmers. Includes Linehaul.,10.003,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C84302,2451936,2013-01-31,2013-02-20,Auto One - Job 74381 - Delivery IOA - 25 grams.    Boxholder Type: Total. Includes Linehaul.,19.944,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C84303,2451940,2013-01-31,2013-02-20,Auto One - Job 74387 - Delivery 15 Dec 2012 - 25 grams.    Boxholder Type: Total. Includes Linehaul.,3.05,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C84304,2452053,2013-01-31,2013-02-20,Bayleys Preview - Job 74398 - Delivery 19 Dec 2012 - 150 grams.    Boxholder Type: Total. Includes Linehaul.,3.043,91.9,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C84305,2452707,2013-01-31,2013-02-20,Bedstop - Job 74609 - Delivery 18 Dec 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,6.225,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C84306,2452720,2013-01-31,2013-02-20,Bedstop - Job 74615 - Delivery 27 Dec 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,3.324,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C84307,2450809,2013-01-31,2013-02-20,Big Save Gisborne and Rotorua - Job 74165 - Delivery 04 Dec 2012 - 20 grams.    Boxholder Type: Total. Includes Linehaul.,5.954,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C84308,2451041,2013-01-31,2013-02-20,Big Save Lower North Island - Job 74305 - Delivery 11 Dec 2012 - 20 grams.    Boxholder Type: Total. Includes Linehaul.,12.205,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C84309,2450812,2013-01-31,2013-02-20,Big Save Matamata - Job 74281 - Delivery 04 Dec 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,5.106,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C84310,2450832,2013-01-31,2013-02-20,Big Save New Plymouth - Job 74282 - Delivery 04 Dec 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,4.384,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C84311,2450811,2013-01-31,2013-02-20,Big Save Otago - Job 74280 - Delivery 11 Dec 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,9.054,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C84312,2451045,2013-01-31,2013-02-20,Big Save Upper North Island - Job 74306 - Delivery 11 Dec 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,31.454,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C84313,2451578,2013-01-31,2013-02-20,Big Save Whangarei Clearance - Job 74312 - Delivery 11 Dec 2012 - 20 grams.    Boxholder Type: Total. Includes Linehaul.,20.178,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C84314,2450128,2013-01-31,2013-02-20,Bond and Bond - Job 74126 - Delivery 04 Dec 2012 - 25 grams.    Boxholder Type: Total. Includes Linehaul.,5.67,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C84315,2450129,2013-01-31,2013-02-20,Bond and Bond - Job 74127 - Delivery 11 Dec 2012 - 25 grams.    Boxholder Type: Total. Includes Linehaul.,5.67,55.6,,100,15% GST on income,Division,Circulars
