Invoice  No.	Date	Customer PO	Delivery Status	Item Number	Quantity	Description	Price	Inc-GST Price	Total	Inc-GST Total	Journal Memo	GST Code	GST Amount	Sale Status	Card ID
C10163	31/07/2008	110382 	I	CI/1	2034	Local Link - Wayne Berry  - Job 7600 - Delivery IOA - 5 grams	0.085	0.0956	172.89	194.501	Local Link - Wayne Berry 	S	21.61	I	233
C10163	31/07/2008	110382 	I	FS	172.89	Fuel Surcharge	7	7.88	1210.23	1361.51	Local Link - Wayne Berry 	S	151.28	I	233

C10164	31/07/2008	110174	I	CI/1	277	Nutrient Management F'Day - Canterbury - Job 7402 - Delivery IOA - 5 grams	0.3069	0.3453	85.011	95.637	Nutrient Management F'Day - Canterbury	S	10.63	I	233
C10164	31/07/2008	110174	I	FS	85.011	Fuel Surcharge	7	7.88	595.08	669.47	Nutrient Management F'Day - Canterbury	S	74.39	I	233

C10165	31/07/2008	110174	I	CI/1	991	Nutrient Mgmt Seminar - Oamaru - Job 7418 - Delivery IOA - 5 grams	0.0858	0.0965	85.028	95.657	Nutrient Mgmt Seminar - Oamaru	S	10.63	I	233
C10165	31/07/2008	110174	I	FS	85.028	Fuel Surcharge	7	7.88	595.2	669.6	Nutrient Mgmt Seminar - Oamaru	S	74.4	I	233

C10166	31/07/2008	110174	I	CI/1	691	Nutrient Mgmt Seminar - Rangitata - Job 7399 - Delivery IOA - 5 grams	0.123	0.1384	84.993	95.617	Nutrient Mgmt Seminar - Rangitata	S	10.62	I	233
C10166	31/07/2008	110174	I	FS	84.993	Fuel Surcharge	7	7.88	594.95	669.32	Nutrient Mgmt Seminar - Rangitata	S	74.37	I	233

C10167	31/07/2008	110174	I	CI/1	1129	Nutrient Mgmt Seminar - WInton - Job 7419 - Delivery IOA - 5 grams	0.0753	0.0847	85.014	95.641	Nutrient Mgmt Seminar - WInton	S	10.63	I	233
C10167	31/07/2008	110174	I	FS	85.014	Fuel Surcharge	7	7.88	595.1	669.49	Nutrient Mgmt Seminar - WInton	S	74.39	I	233

C10168	31/07/2008	110528	I	CI/1	595	Spring Survival Meeting - Job 7786 - Delivery IOA - 10 grams	0.1429	0.1608	85.026	95.654	Spring Survival Meeting	S	10.63	I	233
C10168	31/07/2008	110289 	I	CI/2	200	Spring Survival Meeting - Job 7566 - Delivery IOA - 5 grams	0.425	0.4781	85	95.625	Spring Survival Meeting	S	10.63	I	233
C10168	31/07/2008	110289 	I	FS	170.026	Fuel Surcharge	7	7.88	1190.18	1338.95	Spring Survival Meeting	S	148.77	I	233

C10169	31/07/2008	110177	I	CI/1	991	Winter Pasture Plus Workshops - Wamate/Geraldine - Job 7417 - Delivery IOA - 5 grams	0.0858	0.0965	85.028	95.657	Winter Pasture Plus Workshops - Wamate/Geraldine	S	10.63	I	233
C10169	31/07/2008	110177	I	FS	85.028	Fuel Surcharge	7	7.88	595.2	669.6	Winter Pasture Plus Workshops - Wamate/Geraldine	S	74.4	I	233

C10170	31/07/2008		I	CI/1	2845	Elder Real Estate Monthly Booklet - Job 7358 - Delivery 23 Jul 2008 - 150 grams	0.085	0.0956	241.825	272.053	Elder Real Estate Monthly Booklet	S	30.23	I	135
C10170	31/07/2008		I	FS	241.825	Fuel Surcharge	7	7.88	1692.78	1904.38	Elder Real Estate Monthly Booklet	S	211.6	I	135

C10171	31/07/2008	178684 July - Sep	I	CI/1	4030	Cambridge Edition - Job 7425 - Delivery 30 Jul 2008 - 246 grams	0.105	0.1181	423.15	476.044	Cambridge Edition	S	52.89	I	141
C10171	31/07/2008	178684 July - Sep	I	C100	2	Bundles	1	1.13	2	2.25	Cambridge Edition	S	0.25	I	141
C10171	31/07/2008	178684 July - Sep	I	CI/2	4030	Cambridge Edition - Job 7421 - Delivery 02 Jul 2008 - 290 grams	0.115	0.1294	463.45	521.381	Cambridge Edition	S	57.93	I	141
C10171	31/07/2008	178684 July - Sep	I	C100	2	Bundles	1	1.13	2	2.25	Cambridge Edition	S	0.25	I	141
C10171	31/07/2008	178684 July - Sep	I	CI/3	4030	Cambridge Edition - Job 7422 - Delivery 09 Jul 2008 - 138 grams	0.09	0.1012	362.7	408.037	Cambridge Edition	S	45.34	I	141
C10171	31/07/2008	178684 July - Sep	I	C100	2	Bundles	1	1.13	2	2.25	Cambridge Edition	S	0.25	I	141
C10171	31/07/2008	178684 July - Sep	I	CI/4	4030	Cambridge Edition - Job 7423 - Delivery 16 Jul 2008 - 250 grams	0.105	0.1181	423.15	476.044	Cambridge Edition	S	52.89	I	141
C10171	31/07/2008	178684 July - Sep	I	C100	2	Bundles	1	1.13	2	2.25	Cambridge Edition	S	0.25	I	141
C10171	31/07/2008	178684 July - Sep	I	CI/5	4030	Cambridge Edition - Job 7424 - Delivery 23 Jul 2008 - 316 grams	0.125	0.1406	503.75	566.719	Cambridge Edition	S	62.97	I	141
C10171	31/07/2008	178684 July - Sep	I	C100	2	Bundles	1	1.13	2	2.25	Cambridge Edition	S	0.25	I	141
C10171	31/07/2008	178684 July - Sep	I	FS	2186.2	Fuel Surcharge	7	7.88	15303.4	17216.33	Cambridge Edition	S	1912.93	I	141

C10172	31/07/2008	178684 July - Sep	I	CI/1	4030	Cambridge Edition CW Healthcotes - Job 7773 - Delivery 23 Jul 2008 - 25 grams	0.07	0.0788	282.1	317.363	Cambridge Edition CW Healthcotes	S	35.26	I	141
C10172	31/07/2008	178684 July - Sep	I	FS	282.1	Fuel Surcharge	7	7.88	1974.7	2221.54	Cambridge Edition CW Healthcotes	S	246.84	I	141

C10173	31/07/2008	178761 July - Sep	I	CI/1	2975	Dargaville District News - Job 7426 - Delivery 02 Jul 2008 - 40 grams	0.07	0.0788	208.25	234.281	Dargaville District News	S	26.03	I	141
C10173	31/07/2008	178761 July - Sep	I	CI/2	2975	Dargaville District News - Job 7427 - Delivery 09 Jul 2008 - 105 grams	0.09	0.1012	267.75	301.219	Dargaville District News	S	33.47	I	141
C10173	31/07/2008	178761 July - Sep	I	CI/3	2975	Dargaville District News - Job 7428 - Delivery 16 Jul 2008 - 71 grams	0.08	0.09	238	267.75	Dargaville District News	S	29.75	I	141
C10173	31/07/2008	178761 July - Sep	I	CI/4	2975	Dargaville District News - Job 7429 - Delivery 23 Jul 2008 - 107 grams	0.09	0.1012	267.75	301.219	Dargaville District News	S	33.47	I	141
C10173	31/07/2008	178761 July - Sep	I	CI/5	2975	Dargaville District News - Job 7430 - Delivery 30 Jul 2008 - 43 grams	0.07	0.0788	208.25	234.281	Dargaville District News	S	26.03	I	141
C10173	31/07/2008	178761 July - Sep	I	FS	1190	Fuel Surcharge	7	7.88	8330	9371.25	Dargaville District News	S	1041.25	I	141

C10174	31/07/2008	178638 July - Sep	I	CI/1	11505	FCN - Thursday - Job 7436 - Delivery 03 Jul 2008 - 220 grams	0.105	0.1181	1208.025	1359.028	FCN - Thursday	S	151	I	141
C10174	31/07/2008	178638 July - Sep	I	C100	14	Bundles	1	1.13	14	15.75	FCN - Thursday	S	1.75	I	141
C10174	31/07/2008	178638 July - Sep	I	C150	9	Bundles	1.5	1.69	13.5	15.19	FCN - Thursday	S	1.69	I	141
C10174	31/07/2008	178638 July - Sep	I	CI/2	11505	FCN - Thursday - Job 7437 - Delivery 10 Jul 2008 - 230 grams	0.105	0.1181	1208.025	1359.028	FCN - Thursday	S	151	I	141
C10174	31/07/2008	178638 July - Sep	I	C100	14	Bundles	1	1.13	14	15.75	FCN - Thursday	S	1.75	I	141
C10174	31/07/2008	178638 July - Sep	I	C150	9	Bundles	1.5	1.69	13.5	15.19	FCN - Thursday	S	1.69	I	141
C10174	31/07/2008	178638 July - Sep	I	CI/3	11505	FCN - Thursday - Job 7438 - Delivery 17 Jul 2008 - 225 grams	0.105	0.1181	1208.025	1359.028	FCN - Thursday	S	151	I	141
C10174	31/07/2008	178638 July - Sep	I	C100	14	Bundles	1	1.13	14	15.75	FCN - Thursday	S	1.75	I	141
C10174	31/07/2008	178638 July - Sep	I	C150	9	Bundles	1.5	1.69	13.5	15.19	FCN - Thursday	S	1.69	I	141
C10174	31/07/2008	178638 July - Sep	I	CI/4	11505	FCN - Thursday - Job 7439 - Delivery 24 Jul 2008 - 205 grams	0.105	0.1181	1208.025	1359.028	FCN - Thursday	S	151	I	141
C10174	31/07/2008	178638 July - Sep	I	C100	14	Bundles	1	1.13	14	15.75	FCN - Thursday	S	1.75	I	141
C10174	31/07/2008	178638 July - Sep	I	C150	9	Bundles	1.5	1.69	13.5	15.19	FCN - Thursday	S	1.69	I	141
C10174	31/07/2008	178638 July - Sep	I	CI/5	11505	FCN - Thursday - Job 7440 - Delivery 31 Jul 2008 - 220 grams	0.105	0.1181	1208.025	1359.028	FCN - Thursday	S	151	I	141
C10174	31/07/2008	178638 July - Sep	I	C100	14	Bundles	1	1.13	14	15.75	FCN - Thursday	S	1.75	I	141
C10174	31/07/2008	178638 July - Sep	I	C150	9	Bundles	1.5	1.69	13.5	15.19	FCN - Thursday	S	1.69	I	141
C10174	31/07/2008	178638 July - Sep	I	FS	6177.625	Fuel Surcharge	7	7.88	43243.38	48648.8	FCN - Thursday	S	5405.42	I	141

C10175	31/07/2008	178638 July - Sep	I	CI/1	11505	FCN - Tuesday - Job 7431 - Delivery 01 Jul 2008 - 170 grams	0.095	0.1069	1092.975	1229.597	FCN - Tuesday	S	136.62	I	141
C10175	31/07/2008	178638 July - Sep	I	C100	14	Bundles	1	1.13	14	15.75	FCN - Tuesday	S	1.75	I	141
C10175	31/07/2008	178638 July - Sep	I	C150	9	Bundles	1.5	1.69	13.5	15.19	FCN - Tuesday	S	1.69	I	141
C10175	31/07/2008	178638 July - Sep	I	CI/2	11505	FCN - Tuesday - Job 7432 - Delivery 08 Jul 2008 - 210 grams	0.105	0.1181	1208.025	1359.028	FCN - Tuesday	S	151	I	141
C10175	31/07/2008	178638 July - Sep	I	C100	14	Bundles	1	1.13	14	15.75	FCN - Tuesday	S	1.75	I	141
C10175	31/07/2008	178638 July - Sep	I	C150	9	Bundles	1.5	1.69	13.5	15.19	FCN - Tuesday	S	1.69	I	141
C10175	31/07/2008	178638 July - Sep	I	CI/3	11505	FCN - Tuesday - Job 7433 - Delivery 15 Jul 2008 - 205 grams	0.105	0.1181	1208.025	1359.028	FCN - Tuesday	S	151	I	141
C10175	31/07/2008	178638 July - Sep	I	C100	14	Bundles	1	1.13	14	15.75	FCN - Tuesday	S	1.75	I	141
C10175	31/07/2008	178638 July - Sep	I	C150	9	Bundles	1.5	1.69	13.5	15.19	FCN - Tuesday	S	1.69	I	141
C10175	31/07/2008	178638 July - Sep	I	CI/4	11505	FCN - Tuesday - Job 7434 - Delivery 22 Jul 2008 - 85 grams	0.08	0.09	920.4	1035.45	FCN - Tuesday	S	115.05	I	141
C10175	31/07/2008	178638 July - Sep	I	C100	14	Bundles	1	1.13	14	15.75	FCN - Tuesday	S	1.75	I	141
C10175	31/07/2008	178638 July - Sep	I	C150	9	Bundles	1.5	1.69	13.5	15.19	FCN - Tuesday	S	1.69	I	141
C10175	31/07/2008	178638 July - Sep	I	CI/5	11505	FCN - Tuesday - Job 7435 - Delivery 29 Jul 2008 - 115 grams	0.09	0.1012	1035.45	1164.881	FCN - Tuesday	S	129.43	I	141
C10175	31/07/2008	178638 July - Sep	I	C100	14	Bundles	1	1.13	14	15.75	FCN - Tuesday	S	1.75	I	141
C10175	31/07/2008	178638 July - Sep	I	C150	9	Bundles	1.5	1.69	13.5	15.19	FCN - Tuesday	S	1.69	I	141
C10175	31/07/2008	178638 July - Sep	I	FS	5602.375	Fuel Surcharge	7	7.88	39216.63	44118.71	FCN - Tuesday	S	4902.08	I	141

C10176	31/07/2008	180807 June - Sep	I	CI/1	2201	Matamata Chronicle - Job 7441 - Delivery 01 Jul 2008 - 356 grams	0.14	0.1575	308.14	346.657	Matamata Chronicle	S	38.52	I	141
C10176	31/07/2008	180807 June - Sep	I	CI/2	2201	Matamata Chronicle - Job 7442 - Delivery 08 Jul 2008 - 155 grams	0.105	0.1181	231.105	259.993	Matamata Chronicle	S	28.89	I	141
C10176	31/07/2008	180807 June - Sep	I	CI/3	2201	Matamata Chronicle - Job 7443 - Delivery 15 Jul 2008 - 251 grams	0.125	0.1406	275.125	309.516	Matamata Chronicle	S	34.39	I	141
C10176	31/07/2008	180807 June - Sep	I	CI/4	2201	Matamata Chronicle - Job 7444 - Delivery 22 Jul 2008 - 263 grams	0.125	0.1406	275.125	309.516	Matamata Chronicle	S	34.39	I	141
C10176	31/07/2008	180807 June - Sep	I	CI/5	2201	Matamata Chronicle - Job 7445 - Delivery 29 Jul 2008 - 240 grams	0.115	0.1294	253.115	284.754	Matamata Chronicle	S	31.64	I	141
C10176	31/07/2008	180807 June - Sep	I	FS	1342.61	Fuel Surcharge	7	7.88	9398.27	10573.05	Matamata Chronicle	S	1174.78	I	141

C10177	31/07/2008	180856 June - Sep	I	CI/1	3076	Nth Waikato News - Job 7447 - Delivery 09 Jul 2008 - 80 grams	0.08	0.09	246.08	276.84	Nth Waikato News	S	30.76	I	141
C10177	31/07/2008	180856 June - Sep	I	CI/2	3076	Nth Waikato News - Job 7448 - Delivery 16 Jul 2008 - 105 grams	0.09	0.1012	276.84	311.445	Nth Waikato News	S	34.61	I	141
C10177	31/07/2008	180856 June - Sep	I	CI/3	3076	Nth Waikato News - Job 7449 - Delivery 23 Jul 2008 - 35 grams	0.07	0.0788	215.32	242.235	Nth Waikato News	S	26.92	I	141
C10177	31/07/2008	180856 June - Sep	I	CI/4	3076	Nth Waikato News - Job 7450 - Delivery 30 Jul 2008 - 55 grams	0.08	0.09	246.08	276.84	Nth Waikato News	S	30.76	I	141
C10177	31/07/2008	180856 June - Sep	I	CI/5	3076	Nth Waikato News - Job 7446 - Delivery 02 Jul 2008 - 75 grams	0.08	0.09	246.08	276.84	Nth Waikato News	S	30.76	I	141
C10177	31/07/2008	180856 June - Sep	I	FS	1230.4	Fuel Surcharge	7	7.88	8612.8	9689.4	Nth Waikato News	S	1076.6	I	141

C10178	31/07/2008	182443 July/Sep	I	CI/1	3902	Piako Post - Job 7451 - Delivery 02 Jul 2008 - 310 grams	0.135	0.1519	526.77	592.616	Piako Post	S	65.85	I	141
C10178	31/07/2008	182443 July/Sep	I	C100	2	Bundles	1	1.13	2	2.25	Piako Post	S	0.25	I	141
C10178	31/07/2008	182443 July/Sep	I	CI/2	3907	Piako Post - Job 7452 - Delivery 09 Jul 2008 - 218 grams	0.115	0.1294	449.305	505.468	Piako Post	S	56.16	I	141
C10178	31/07/2008	182443 July/Sep	I	C100	2	Bundles	1	1.13	2	2.25	Piako Post	S	0.25	I	141
C10178	31/07/2008	182443 July/Sep	I	CI/3	3907	Piako Post - Job 7453 - Delivery 16 Jul 2008 - 282 grams	0.125	0.1406	488.375	549.422	Piako Post	S	61.05	I	141
C10178	31/07/2008	182443 July/Sep	I	C100	2	Bundles	1	1.13	2	2.25	Piako Post	S	0.25	I	141
C10178	31/07/2008	182443 July/Sep	I	CI/4	3787	Piako Post - Job 7454 - Delivery 23 Jul 2008 - 256 grams	0.125	0.1406	473.375	532.547	Piako Post	S	59.17	I	141
C10178	31/07/2008	182443 July/Sep	I	C100	2	Bundles	1	1.13	2	2.25	Piako Post	S	0.25	I	141
C10178	31/07/2008	182443 July/Sep	I	CI/5	3787	Piako Post - Job 7455 - Delivery 30 Jul 2008 - 254 grams	0.125	0.1406	473.375	532.547	Piako Post	S	59.17	I	141
C10178	31/07/2008	182443 July/Sep	I	C100	2	Bundles	1	1.13	2	2.25	Piako Post	S	0.25	I	141
C10178	31/07/2008	182443 July/Sep	I	FS	2421.2	Fuel Surcharge	7	7.88	16948.4	19066.95	Piako Post	S	2118.55	I	141

C10179	31/07/2008	187481 July-Sep	I	CI/1	3775	Rotorua Review - Job 7457 - Delivery 15 Jul 2008 - 80 grams	0.08	0.09	302	339.75	Rotorua Review	S	37.75	I	141
C10179	31/07/2008	187481 July-Sep	I	C150	1	Bundles	1.5	1.69	1.5	1.69	Rotorua Review	S	0.19	I	141
C10179	31/07/2008	187481 July-Sep	I	CI/2	3775	Rotorua Review - Job 7458 - Delivery 22 Jul 2008 - 104 grams	0.09	0.1012	339.75	382.219	Rotorua Review	S	42.47	I	141
C10179	31/07/2008	187481 July-Sep	I	C150	1	Bundles	1.5	1.69	1.5	1.69	Rotorua Review	S	0.19	I	141
C10179	31/07/2008	187481 July-Sep	I	CI/3	3775	Rotorua Review - Job 7459 - Delivery 29 Jul 2008 - 122 grams	0.09	0.1012	339.75	382.219	Rotorua Review	S	42.47	I	141
C10179	31/07/2008	187481 July-Sep	I	C150	1	Bundles	1.5	1.69	1.5	1.69	Rotorua Review	S	0.19	I	141
C10179	31/07/2008	187481 July-Sep	I	CI/4	3775	Rotorua Review - Job 7420 - Delivery 01 Jul 2008 - 106 grams	0.09	0.1012	339.75	382.219	Rotorua Review	S	42.47	I	141
C10179	31/07/2008	187481 July-Sep	I	C150	1	Bundles	1.5	1.69	1.5	1.69	Rotorua Review	S	0.19	I	141
C10179	31/07/2008	187481 July-Sep	I	CI/5	3775	Rotorua Review - Job 7456 - Delivery 08 Jul 2008 - 78 grams	0.08	0.09	302	339.75	Rotorua Review	S	37.75	I	141
C10179	31/07/2008	187481 July-Sep	I	C150	1	Bundles	1.5	1.69	1.5	1.69	Rotorua Review	S	0.19	I	141
C10179	31/07/2008	187481 July-Sep	I	FS	1630.75	Fuel Surcharge	7	7.88	11415.25	12842.16	Rotorua Review	S	1426.91	I	141

C10180	31/07/2008	187481 July-Sep	I	CI/1	3775	Rotorua Review CW LV Martin - Job 7564 - Delivery 08 Jul 2008 - 10 grams	0.07	0.0788	264.25	297.281	Rotorua Review CW LV Martin	S	33.03	I	141
C10180	31/07/2008	187481 July-Sep	I	C150	1	Bundles	1.5	1.69	1.5	1.69	Rotorua Review CW LV Martin	S	0.19	I	141
C10180	31/07/2008	187481 July-Sep	I	FS	265.75	Fuel Surcharge	7	7.88	1860.25	2092.78	Rotorua Review CW LV Martin	S	232.53	I	141

C10181	31/07/2008	179469 July - Sep	I	CI/1	2372	Sth Waikato News - Job 7460 - Delivery 02 Jul 2008 - 262 grams	0.115	0.1294	272.78	306.877	Sth Waikato News	S	34.1	I	141
C10181	31/07/2008	179469 July - Sep	I	CI/2	2372	Sth Waikato News - Job 7461 - Delivery 09 Jul 2008 - 84 grams	0.08	0.09	189.76	213.48	Sth Waikato News	S	23.72	I	141
