Invoice  No.	Date	Customer PO	Delivery Status	Item Number	Quantity	Description	Price	Inc-GST Price	Total	Inc-GST Total	Journal Memo	GST Code	GST Amount	Sale Status	Card ID
C10240	31/07/2008	2283177-87380	I	CI/2	3135	Property Outlook - Job 7492 - Delivery 23 Jul 2008 - 20 grams	0.0501	0.0564	157.064	176.697	Property Outlook	S	19.63	I	201
C10240	31/07/2008	2288681/88203	I	CI/3	3135	Property Outlook - Job 7493 - Delivery 31 Jul 2008 - 20 grams	0.0501	0.0564	157.064	176.697	Property Outlook	S	19.63	I	201
C10240	31/07/2008		I	CI/4	3333	Property Outlook - Job 7644 - Delivery 03 Jul 2008 - 20 grams	0.0501	0.0564	166.983	187.856	Property Outlook	S	20.87	I	201
C10240	31/07/2008		I	FS	638.174	Fuel Surcharge	7	7.88	4467.22	5025.62	Property Outlook	S	558.4	I	201

C10241	31/07/2008	2283925/87330	I	CI/1	770	Rangitikei Mail - Job 7471 - Delivery 01 Jul 2008 - 86 grams	0.0855	0.0962	65.835	74.064	Rangitikei Mail	S	8.23	I	201
C10241	31/07/2008	2283925/87330	I	CI/2	770	Rangitikei Mail - Job 7472 - Delivery 08 Jul 2008 - 65 grams	0.0855	0.0962	65.835	74.064	Rangitikei Mail	S	8.23	I	201
C10241	31/07/2008	2283925/87330	I	CI/3	770	Rangitikei Mail - Job 7473 - Delivery 15 Jul 2008 - 65 grams	0.0855	0.0962	65.835	74.064	Rangitikei Mail	S	8.23	I	201
C10241	31/07/2008	2283925/87330	I	CI/4	770	Rangitikei Mail - Job 7474 - Delivery 22 Jul 2008 - 65 grams	0.0855	0.0962	65.835	74.064	Rangitikei Mail	S	8.23	I	201
C10241	31/07/2008	2288665/88128	I	CI/5	770	Rangitikei Mail - Job 7475 - Delivery 29 Jul 2008 - 86 grams	0.0855	0.0962	65.835	74.064	Rangitikei Mail	S	8.23	I	201
C10241	31/07/2008	2288665/88128	I	FS	329.175	Fuel Surcharge	7	7.88	2304.23	2592.26	Rangitikei Mail	S	288.03	I	201

C10242	31/07/2008	2283168-87248	I	CI/1	2341	Scene Matamata - Job 7503 - Delivery 09 Jul 2008 - 80 grams	0.0955	0.1074	223.566	251.512	Scene Matamata	S	27.95	I	201
C10242	31/07/2008	2283168-87248	I	CI/2	2341	Scene Matamata - Job 7504 - Delivery 23 Jul 2008 - 80 grams	0.0955	0.1074	223.566	251.512	Scene Matamata	S	27.95	I	201
C10242	31/07/2008		I	CI/3	2280	Scene Matamata - Job 7646 - Delivery 23 Jul 2008 - 0 grams	0	0	0	0	Scene Matamata	S	0	I	201
C10242	31/07/2008		I	FS	447.131	Fuel Surcharge	7	7.88	3129.92	3521.16	Scene Matamata	S	391.24	I	201

C10243	31/07/2008	2283822/87240	I	CI/1	6396	Selwyn Times - Job 7556 - Delivery 01 Jul 2008 - 96 grams	0.0955	0.1074	610.818	687.17	Selwyn Times	S	76.35	I	201
C10243	31/07/2008	2285234/87240	I	CI/2	6396	Selwyn Times - Job 7592 - Delivery 08 Jul 2008 - 66 grams	0.0955	0.1074	610.818	687.17	Selwyn Times	S	76.35	I	201
C10243	31/07/2008		I	CI/3	6426	Selwyn Times - Job 7647 - Delivery 08 Jul 2008 - 66 grams	0.0955	0.1074	613.683	690.393	Selwyn Times	S	76.71	I	201
C10243	31/07/2008		I	FS	1835.319	Fuel Surcharge	7	7.88	12847.23	14453.13	Selwyn Times	S	1605.9	I	201

C10244	31/07/2008	2283159-87303	I	CI/1	1320	Taupo Real Estate - Job 7494 - Delivery 03 Jul 2008 - 270 grams	0.17	0.1913	224.4	252.45	Taupo Real Estate	S	28.05	I	201
C10244	31/07/2008	2283159-87303	I	CI/2	1320	Taupo Real Estate - Job 7495 - Delivery 17 Jul 2008 - 243 grams	0.15	0.1687	198	222.75	Taupo Real Estate	S	24.75	I	201
C10244	31/07/2008	2287589/88015	I	CI/3	1320	Taupo Real Estate - Job 7496 - Delivery 31 Jul 2008 - 216 grams	0.15	0.1687	198	222.75	Taupo Real Estate	S	24.75	I	201
C10244	31/07/2008	2287589/88015	I	FS	620.4	Fuel Surcharge	7	7.88	4342.8	4885.65	Taupo Real Estate	S	542.85	I	201

C10245	31/07/2008	2283175-87299	I	CI/1	3834	Te Awamutu Property Guide - Job 7497 - Delivery 03 Jul 2008 - 176 grams	0.13	0.1463	498.42	560.723	Te Awamutu Property Guide	S	62.3	I	201
C10245	31/07/2008	2283175-87299	I	CI/2	3834	Te Awamutu Property Guide - Job 7498 - Delivery 17 Jul 2008 - 176 grams	0.13	0.1463	498.42	560.723	Te Awamutu Property Guide	S	62.3	I	201
C10245	31/07/2008	2287644/88014	I	CI/3	3834	Te Awamutu Property Guide - Job 7499 - Delivery 31 Jul 2008 - 176 grams	0.13	0.1463	498.42	560.723	Te Awamutu Property Guide	S	62.3	I	201
C10245	31/07/2008	2287644/88014	I	FS	1495.26	Fuel Surcharge	7	7.88	10466.82	11775.17	Te Awamutu Property Guide	S	1308.35	I	201

C10246	31/07/2008	2282840-87377	I	CI/1	3660	The Guardian - Job 7481 - Delivery 03 Jul 2008 - 160 grams	0.13	0.1463	475.8	535.275	The Guardian	S	59.47	I	201
C10246	31/07/2008	2282840-87377	I	CI/2	3660	The Guardian - Job 7482 - Delivery 10 Jul 2008 - 171 grams	0.13	0.1463	475.8	535.275	The Guardian	S	59.47	I	201
C10246	31/07/2008	2282840-87377	I	CI/3	3660	The Guardian - Job 7483 - Delivery 17 Jul 2008 - 85 grams	0.0855	0.0962	312.93	352.046	The Guardian	S	39.12	I	201
C10246	31/07/2008	2282840-87377	I	CI/4	3660	The Guardian - Job 7484 - Delivery 24 Jul 2008 - 139 grams	0.11	0.1238	402.6	452.925	The Guardian	S	50.32	I	201
C10246	31/07/2008	2288679/88220	I	CI/5	3660	The Guardian - Job 7485 - Delivery 31 Jul 2008 - 169 grams	0.13	0.1463	475.8	535.275	The Guardian	S	59.47	I	201
C10246	31/07/2008	2288679/88220	I	FS	2142.93	Fuel Surcharge	7	7.88	15000.51	16875.57	The Guardian	S	1875.06	I	201

C10247	31/07/2008	2285511/87873	I	CI/1	8841	The Guardian Country - Job 7598 - Delivery 10 Jul 2008 - 25 grams	0.0501	0.0564	442.934	498.301	The Guardian Country	S	55.37	I	201
C10247	31/07/2008	2285119/87807	I	CI/2	8841	The Guardian Country - Job 7580 - Delivery 03 Jul 2008 - 25 grams	0.0501	0.0564	442.934	498.301	The Guardian Country	S	55.37	I	201
C10247	31/07/2008	2285119/87807	I	FS	885.868	Fuel Surcharge	7	7.88	6201.08	6976.22	The Guardian Country	S	775.14	I	201

C10248	31/07/2008	2283883/87674	I	CI/1	13704	Valley Voice - Job 7506 - Delivery 03 Jul 2008 - 80 grams	0.0855	0.0962	1171.692	1318.154	Valley Voice	S	146.46	I	201
C10248	31/07/2008	2283883/87674	I	FS	1171.692	Fuel Surcharge	7	7.88	8201.84	9227.07	Valley Voice	S	1025.23	I	201

C10249	31/07/2008	2283156-87394	I	CI/1	9986	Weekend Sun - Job 7489 - Delivery 25 Jul 2008 - 224 grams	0.16	0.18	1597.76	1797.48	Weekend Sun	S	199.72	I	201
C10249	31/07/2008	2283156-87394	I	CI/2	9986	Weekend Sun - Job 7486 - Delivery 04 Jul 2008 - 150 grams	0.12	0.135	1198.32	1348.11	Weekend Sun	S	149.79	I	201
C10249	31/07/2008	2283156-87394	I	CI/3	9986	Weekend Sun - Job 7487 - Delivery 11 Jul 2008 - 300 grams	0.18	0.2025	1797.48	2022.165	Weekend Sun	S	224.68	I	201
C10249	31/07/2008	2283156-87394	I	CI/4	9986	Weekend Sun - Job 7488 - Delivery 18 Jul 2008 - 140 grams	0.12	0.135	1198.32	1348.11	Weekend Sun	S	149.79	I	201
C10249	31/07/2008	2283156-87394	I	FS	5791.88	Fuel Surcharge	7	7.88	40543.16	45611.06	Weekend Sun	S	5067.9	I	201

C10250	31/07/2008		I	CI/1	2144	To The Diary Farmer Flyer - Job 7653 - Delivery IOA - 8 grams	0.085	0.0956	182.24	205.02	To The Diary Farmer Flyer	S	22.78	I	238
C10250	31/07/2008		I	FS	182.24	Fuel Surcharge	7	7.88	1275.68	1435.14	To The Diary Farmer Flyer	S	159.46	I	238

C10251	31/07/2008		I	CI/1	2498	Central Otago Phone Book Covers - Job 7593 - Delivery 12 Jul 2008 - 25 grams	0.07	0.0788	174.86	196.718	Central Otago Phone Book Covers	S	21.86	I	207
C10251	31/07/2008		I	CI/2	1110	Darfield Phone Book Covers - Job 7660 - Delivery IOA - 25 grams	0.07	0.0788	77.7	87.413	Darfield Phone Book Covers	S	9.71	I	207
C10251	31/07/2008		I	CI/3	2605	Ellesmere Phone Book Covers - Job 7661 - Delivery IOA - 25 grams	0.07	0.0788	182.35	205.144	Ellesmere Phone Book Covers	S	22.79	I	207
C10251	31/07/2008		I	CI/4	2716	Yaldhurst / West Melton Phone Book COvers - Job 7662 - Delivery IOA - 25 grams	0.07	0.0788	190.12	213.885	Yaldhurst / West Melton Phone Book COvers	S	23.76	I	207
C10251	31/07/2008		I	FS	625.03	Fuel Surcharge	7	7.88	4375.21	4922.11	Yaldhurst / West Melton Phone Book COvers	S	546.9	I	207

C10252	31/07/2008		I	CI/1	29650	Coast N Country - Job 7536 - Delivery 11 Jul 2008 - 165 grams	0.095	0.1069	2816.75	3168.844	Coast N Country	S	352.09	I	217
C10252	31/07/2008		I	FS	2816.75	Fuel Surcharge	7	7.88	19717.25	22181.91	Coast N Country	S	2464.66	I	217

C10253	31/07/2008		I	CI/1	101994	Terra Firma Magazine - Job 7360 - Delivery 28 Jul 2008 - 180 grams	0.185	0.2081	18868.89	21227.501	Terra Firma Magazine	S	2358.61	I	219
C10253	31/07/2008		I	FS	18868.89	Fuel Surcharge	7	7.88	132082.23	148592.51	Terra Firma Magazine	S	16510.28	I	219

C10254	31/07/2008		I	CI/1	6000	Te Rapa Wholesale Timber - Job 7579 - Delivery IOA - 10 grams	0.07	0.0788	420	472.5	Te Rapa Wholesale Timber	S	52.5	I	234
C10254	31/07/2008		I	FS	420	Fuel Surcharge	7	7.88	2940	3307.5	Te Rapa Wholesale Timber	S	367.5	I	234

